Order_ID,Product,Category,Quantity,Price,Customer_Name,City,Payment_Mode,Order_Status,Rating
72,Dress,Ethnic,2,1383,Customer_71,Chennai,Cash,Delivered,3
73,Jeans,Ethnic,4,1017,Customer_72,Chennai,Cash,Pending,2
74,Hoodie,Formal,9,549,Customer_73,Bangalore,Card,Pending,5
75,Jacket,Formal,6,879,Customer_74,Hyderabad,Card,Cancelled,4
76,Kurta,Denim,1,755,Customer_75,Hyderabad,UPI,Cancelled,1
77,Jacket,Formal,7,657,Customer_76,Bangalore,Card,Pending,3
78,Dress,Formal,4,1724,Customer_77,Mumbai,Cash,Delivered,1
79,Jacket,Winter,10,1087,Customer_78,Bangalore,UPI,Pending,5
80,Shirt,Denim,10,1587,Customer_79,Delhi,Card,Pending,2
81,Jeans,Formal,5,995,Customer_80,Chennai,UPI,Delivered,1
82,Kurta,Winter,6,453,Customer_81,Hyderabad,Cash,Cancelled,1
83,T-shirt,Formal,6,1407,Customer_82,Delhi,Card,Delivered,3
84,Shirt,Ethnic,8,1198,Customer_83,Hyderabad,UPI,Pending,1
85,Hoodie,Ethnic,10,341,Customer_84,Hyderabad,Card,Delivered,5
86,Jacket,Winter,10,485,Customer_85,Chennai,Cash,Delivered,4
87,Shirt,Formal,1,1047,Customer_86,Delhi,Card,Delivered,3
88,Skirt,Denim,7,1059,Customer_87,Delhi,UPI,Cancelled,2
89,Jeans,Winter,4,1201,Customer_88,Hyderabad,Cash,Pending,1
90,Kurta,Winter,10,1634,Customer_89,Chennai,UPI,Delivered,3
91,T-shirt,Casual,7,1705,Customer_90,Hyderabad,UPI,Cancelled,2
92,Jacket,Casual,6,837,Customer_91,Chennai,Card,Delivered,2
93,Jeans,Denim,2,1734,Customer_92,Mumbai,Cash,Delivered,1
94,Shirt,Winter,7,1258,Customer_93,Bangalore,Cash,Pending,4
95,Shirt,Formal,1,937,Customer_94,Hyderabad,Card,Pending,5
96,Hoodie,Ethnic,4,1189,Customer_95,Delhi,Cash,Cancelled,5
97,T-shirt,Winter,3,1485,Customer_96,Mumbai,Cash,Pending,5
98,Skirt,Ethnic,10,291,Customer_97,Mumbai,Cash,Delivered,4
99,Skirt,Denim,9,318,Customer_98,Chennai,Cash,Delivered,5
100,T-shirt,Formal,2,848,Customer_99,Delhi,Card,Pending,3
101,T-shirt,Casual,1,1629,Customer_100,Bangalore,Cash,Pending,5
102,Jacket,Winter,10,561,Customer_101,Mumbai,UPI,Delivered,5
103,Kurta,Formal,3,1606,Customer_102,Hyderabad,Cash,Delivered,5
104,Kurta,Winter,5,774,Customer_103,Mumbai,UPI,Delivered,3
105,Jacket,Formal,6,1945,Customer_104,Delhi,Card,Cancelled,1
106,Shirt,Casual,5,1379,Customer_105,Bangalore,UPI,Cancelled,2
107,Kurta,Ethnic,3,1632,Customer_106,Bangalore,Card,Delivered,4
108,Jeans,Denim,1,478,Customer_107,Mumbai,Cash,Pending,3
109,Jacket,Formal,1,1215,Customer_108,Delhi,UPI,Pending,3
110,Dress,Winter,4,1925,Customer_109,Hyderabad,UPI,Delivered,2
111,Kurta,Formal,1,1788,Customer_110,Mumbai,UPI,Cancelled,4
112,Jacket,Casual,2,596,Customer_111,Bangalore,Card,Delivered,2
113,Hoodie,Casual,3,493,Customer_112,Delhi,Cash,Cancelled,3
114,Kurta,Winter,3,389,Customer_113,Mumbai,Card,Pending,3
115,Jeans,Casual,10,985,Customer_114,Chennai,UPI,Delivered,1
116,Dress,Denim,1,1704,Customer_115,Mumbai,Card,Delivered,4
117,T-shirt,Ethnic,9,1234,Customer_116,Bangalore,Card,Cancelled,3
118,T-shirt,Casual,6,1717,Customer_117,Delhi,Card,Pending,1
119,Kurta,Ethnic,4,626,Customer_118,Delhi,Cash,Cancelled,2
120,Kurta,Casual,8,1055,Customer_119,Bangalore,Cash,Delivered,4
121,Skirt,Casual,6,842,Customer_120,Mumbai,Card,Delivered,1
122,Hoodie,Formal,9,574,Customer_121,Mumbai,Cash,Pending,4
123,T-shirt,Winter,4,1446,Customer_122,Mumbai,Cash,Cancelled,5
124,Jeans,Denim,10,1892,Customer_123,Hyderabad,Cash,Cancelled,3
125,Skirt,Denim,7,1640,Customer_124,Delhi,Cash,Cancelled,5
126,Kurta,Winter,1,883,Customer_125,Bangalore,Cash,Cancelled,3
127,Dress,Denim,5,1110,Customer_126,Hyderabad,Card,Cancelled,4
128,Shirt,Ethnic,9,536,Customer_127,Hyderabad,UPI,Pending,5
129,Shirt,Denim,1,405,Customer_128,Hyderabad,Cash,Pending,5
130,Jacket,Denim,10,275,Customer_129,Hyderabad,Card,Cancelled,4
131,Hoodie,Casual,7,353,Customer_130,Delhi,UPI,Delivered,1
132,Dress,Denim,2,403,Customer_131,Bangalore,UPI,Cancelled,1
133,Jeans,Casual,2,1448,Customer_132,Chennai,Cash,Pending,1
134,Dress,Winter,2,799,Customer_133,Chennai,UPI,Delivered,3
135,Dress,Ethnic,7,239,Customer_134,Chennai,UPI,Cancelled,3
136,Shirt,Casual,7,1183,Customer_135,Hyderabad,UPI,Delivered,2
137,Jeans,Winter,4,1602,Customer_136,Chennai,UPI,Cancelled,3
138,Jeans,Formal,10,547,Customer_137,Delhi,Cash,Cancelled,4
139,Dress,Ethnic,5,1304,Customer_138,Chennai,Cash,Delivered,4
140,Jeans,Formal,3,467,Customer_139,Chennai,Card,Pending,4
141,Skirt,Denim,3,780,Customer_140,Hyderabad,Card,Pending,1
142,Skirt,Casual,5,369,Customer_141,Chennai,Cash,Delivered,1
143,Dress,Ethnic,2,581,Customer_142,Hyderabad,Cash,Cancelled,5
144,T-shirt,Ethnic,8,1748,Customer_143,Bangalore,Cash,Pending,2
145,Dress,Formal,2,1410,Customer_144,Chennai,Cash,Cancelled,5
146,Jeans,Formal,6,1381,Customer_145,Hyderabad,Card,Pending,3
147,Dress,Winter,9,1228,Customer_146,Chennai,Cash,Cancelled,3
148,Skirt,Formal,5,1275,Customer_147,Bangalore,UPI,Cancelled,2
149,Jacket,Formal,6,1558,Customer_148,Bangalore,UPI,Cancelled,3
150,Kurta,Formal,1,947,Customer_149,Chennai,Cash,Pending,1
151,Jeans,Denim,1,662,Customer_150,Hyderabad,UPI,Cancelled,3
152,T-shirt,Casual,1,1526,Customer_151,Chennai,Card,Pending,5
153,Jeans,Formal,6,1032,Customer_152,Mumbai,UPI,Pending,4
154,Jeans,Winter,6,1528,Customer_153,Delhi,UPI,Delivered,4
155,Jacket,Casual,4,678,Customer_154,Bangalore,UPI,Delivered,5
156,Skirt,Casual,4,620,Customer_155,Delhi,Card,Delivered,5
157,Hoodie,Ethnic,8,1070,Customer_156,Hyderabad,UPI,Cancelled,2
158,Shirt,Formal,3,992,Customer_157,Delhi,Cash,Cancelled,4
159,T-shirt,Denim,9,1152,Customer_158,Hyderabad,Cash,Pending,1
160,Kurta,Casual,10,1835,Customer_159,Hyderabad,Cash,Delivered,3
161,Dress,Ethnic,7,1248,Customer_160,Chennai,UPI,Cancelled,5
162,Hoodie,Formal,6,1944,Customer_161,Chennai,Cash,Delivered,3
163,Dress,Formal,6,1829,Customer_162,Delhi,Card,Delivered,4
164,Dress,Casual,6,1423,Customer_163,Delhi,Card,Delivered,1
165,T-shirt,Ethnic,1,1947,Customer_164,Hyderabad,UPI,Delivered,5
166,Jacket,Casual,2,993,Customer_165,Mumbai,Cash,Cancelled,4
167,Jeans,Casual,5,1249,Customer_166,Delhi,UPI,Delivered,5
168,Dress,Casual,7,1221,Customer_167,Hyderabad,Cash,Cancelled,2
169,Jacket,Winter,8,847,Customer_168,Delhi,Card,Delivered,5
170,Shirt,Formal,1,1065,Customer_169,Hyderabad,Card,Pending,5
171,Shirt,Ethnic,6,860,Customer_170,Bangalore,UPI,Delivered,2
172,Shirt,Ethnic,5,1647,Customer_171,Chennai,Cash,Delivered,4
173,Shirt,Formal,8,936,Customer_172,Bangalore,UPI,Pending,2
174,Jeans,Winter,3,270,Customer_173,Hyderabad,UPI,Delivered,3
175,Hoodie,Winter,6,1845,Customer_174,Hyderabad,Card,Pending,4
176,Hoodie,Denim,5,1250,Customer_175,Delhi,Cash,Pending,2
177,Hoodie,Denim,5,1341,Customer_176,Chennai,Card,Pending,2
178,Jeans,Denim,3,1239,Customer_177,Hyderabad,Cash,Pending,4
179,Kurta,Winter,7,1193,Customer_178,Delhi,Card,Pending,3
180,Hoodie,Formal,5,1701,Customer_179,Bangalore,UPI,Cancelled,2
181,Dress,Formal,9,1513,Customer_180,Bangalore,UPI,Cancelled,4
182,Kurta,Winter,5,1986,Customer_181,Delhi,UPI,Pending,5
183,Jacket,Casual,1,382,Customer_182,Mumbai,Card,Delivered,4
184,Jeans,Denim,1,1226,Customer_183,Hyderabad,Cash,Pending,2
185,T-shirt,Ethnic,9,1630,Customer_184,Chennai,UPI,Delivered,2
186,Hoodie,Winter,6,1562,Customer_185,Mumbai,Card,Pending,5
187,Dress,Denim,10,1875,Customer_186,Mumbai,Card,Delivered,4
188,Skirt,Ethnic,6,529,Customer_187,Hyderabad,Card,Cancelled,1
189,Jacket,Ethnic,8,1345,Customer_188,Hyderabad,UPI,Cancelled,1
190,Jacket,Winter,6,1101,Customer_189,Bangalore,Card,Pending,2
191,Hoodie,Formal,9,1439,Customer_190,Mumbai,Cash,Cancelled,2
192,Shirt,Casual,4,1158,Customer_191,Mumbai,Cash,Delivered,2
193,T-shirt,Ethnic,4,457,Customer_192,Delhi,Card,Pending,4
194,Skirt,Denim,4,1035,Customer_193,Hyderabad,Card,Delivered,4
195,Jeans,Formal,4,1941,Customer_194,Delhi,Cash,Pending,3
196,Shirt,Winter,10,1169,Customer_195,Mumbai,UPI,Cancelled,5
197,Kurta,Formal,2,1790,Customer_196,Chennai,UPI,Pending,4
198,Dress,Denim,4,332,Customer_197,Mumbai,Card,Pending,2
199,Jeans,Denim,3,913,Customer_198,Hyderabad,Card,Pending,5
200,Skirt,Casual,9,696,Customer_199,Mumbai,UPI,Cancelled,4
201,Jacket,Denim,6,1765,Customer_200,Mumbai,UPI,Delivered,5
202,Skirt,Ethnic,6,1688,Customer_201,Mumbai,Card,Pending,1
203,Jeans,Winter,1,793,Customer_202,Delhi,UPI,Pending,5
204,Kurta,Ethnic,7,827,Customer_203,Bangalore,Cash,Delivered,4
205,Jeans,Ethnic,7,755,Customer_204,Mumbai,Cash,Delivered,4
206,Skirt,Denim,1,334,Customer_205,Hyderabad,Cash,Pending,1
207,Jeans,Ethnic,4,1003,Customer_206,Chennai,Cash,Cancelled,5
208,T-shirt,Denim,9,622,Customer_207,Hyderabad,Cash,Pending,2
209,T-shirt,Formal,4,1544,Customer_208,Mumbai,UPI,Delivered,2
210,Jeans,Casual,10,1294,Customer_209,Hyderabad,UPI,Pending,4
211,T-shirt,Casual,7,1737,Customer_210,Bangalore,Card,Cancelled,4
212,Jacket,Casual,10,554,Customer_211,Mumbai,Card,Cancelled,1
213,Jeans,Formal,7,328,Customer_212,Delhi,UPI,Delivered,4
214,Skirt,Winter,6,1251,Customer_213,Delhi,UPI,Cancelled,5
215,Kurta,Ethnic,6,1398,Customer_214,Mumbai,Cash,Pending,5
216,Shirt,Casual,9,1468,Customer_215,Bangalore,Cash,Delivered,5
217,Jeans,Ethnic,10,773,Customer_216,Hyderabad,UPI,Pending,3
218,Dress,Formal,3,1663,Customer_217,Bangalore,Card,Cancelled,1
219,Skirt,Denim,7,328,Customer_218,Delhi,UPI,Cancelled,4
220,Skirt,Casual,8,913,Customer_219,Mumbai,Cash,Pending,3
221,Hoodie,Casual,4,1039,Customer_220,Hyderabad,Cash,Cancelled,2
222,Jacket,Denim,4,1021,Customer_221,Chennai,Card,Cancelled,3
223,Kurta,Winter,2,1492,Customer_222,Mumbai,Card,Delivered,1
224,Kurta,Ethnic,1,1722,Customer_223,Chennai,Cash,Delivered,4
225,Kurta,Denim,4,1836,Customer_224,Hyderabad,Card,Delivered,2
226,Skirt,Formal,2,1296,Customer_225,Hyderabad,Cash,Delivered,2
227,T-shirt,Winter,9,633,Customer_226,Bangalore,Card,Pending,3
228,Jacket,Formal,3,634,Customer_227,Mumbai,Cash,Pending,5
229,Jacket,Casual,2,372,Customer_228,Hyderabad,Card,Delivered,4
230,Hoodie,Formal,8,1377,Customer_229,Chennai,Cash,Pending,1
231,Jacket,Formal,10,913,Customer_230,Hyderabad,Cash,Cancelled,3
232,Kurta,Winter,5,1896,Customer_231,Bangalore,Cash,Cancelled,1
233,Hoodie,Winter,10,1322,Customer_232,Hyderabad,UPI,Delivered,2
234,Shirt,Denim,5,730,Customer_233,Chennai,UPI,Cancelled,3
235,Dress,Winter,2,1979,Customer_234,Bangalore,Card,Cancelled,1
236,Kurta,Denim,3,389,Customer_235,Chennai,Cash,Delivered,2
237,Shirt,Winter,2,1979,Customer_234,Bangalore,Card,Cancelled,1
236,Kurta,Denim,3,1891,Customer_235,Chennai,Cash,Delivered,2
237,Shirt,Winter,2,918,Customer_236,Chennai,Cash,Cancelled,4
238,Skirt,Casual,6,603,Customer_237,Chennai,Cash,Delivered,2
239,Skirt,Denim,8,372,Customer_238,Delhi,Card,Pending,2
240,T-shirt,Denim,3,1361,Customer_239,Hyderabad,Card,Pending,4
241,Kurta,Winter,1,743,Customer_240,Bangalore,Card,Pending,5
242,Jeans,Formal,10,381,Customer_241,Hyderabad,UPI,Delivered,2
243,Kurta,Casual,10,442,Customer_242,Mumbai,UPI,Pending,5
244,Kurta,Formal,9,1409,Customer_243,Delhi,Card,Pending,1
245,Kurta,Casual,5,722,Customer_244,Bangalore,Cash,Pending,3
246,Jeans,Ethnic,5,1054,Customer_245,Delhi,Card,Cancelled,2
247,Dress,Casual,8,728,Customer_246,Delhi,UPI,Delivered,3
248,Jeans,Casual,1,1986,Customer_247,Bangalore,Cash,Delivered,2
249,Shirt,Casual,2,1989,Customer_248,Bangalore,Card,Delivered,3
250,Jeans,Ethnic,10,464,Customer_249,Bangalore,Card,Pending,3
251,Hoodie,Formal,3,576,Customer_250,Bangalore,UPI,Cancelled,1
252,Jeans,Casual,2,1955,Customer_251,Chennai,Card,Cancelled,4
253,Dress,Winter,1,282,Customer_252,Bangalore,Card,Delivered,3
254,Jacket,Winter,5,1428,Customer_253,Hyderabad,Card,Pending,4
255,Dress,Formal,9,1135,Customer_254,Bangalore,Cash,Pending,2
256,Kurta,Denim,5,1499,Customer_255,Delhi,Card,Cancelled,1
257,Jacket,Ethnic,1,1854,Customer_256,Bangalore,Card,Delivered,2
258,Hoodie,Winter,1,668,Customer_257,Delhi,Card,Delivered,3
259,T-shirt,Formal,4,1927,Customer_258,Delhi,Cash,Pending,1
260,Jeans,Casual,9,1692,Customer_259,Mumbai,UPI,Cancelled,5
261,Jeans,Denim,7,1341,Customer_260,Hyderabad,Cash,Cancelled,3
262,T-shirt,Ethnic,7,1612,Customer_261,Bangalore,UPI,Delivered,2
263,T-shirt,Ethnic,1,1551,Customer_262,Hyderabad,UPI,Pending,5
264,Jeans,Ethnic,6,362,Customer_263,Delhi,UPI,Cancelled,5
265,Jacket,Denim,5,1714,Customer_264,Mumbai,UPI,Delivered,5
266,Dress,Winter,10,1868,Customer_265,Delhi,UPI,Pending,2
267,Dress,Formal,10,930,Customer_266,Chennai,Cash,Delivered,1
268,Hoodie,Denim,8,1445,Customer_267,Mumbai,UPI,Delivered,3
269,Hoodie,Formal,10,386,Customer_268,Chennai,UPI,Delivered,2
270,Skirt,Winter,9,254,Customer_269,Hyderabad,Cash,Cancelled,5
271,Jeans,Formal,5,573,Customer_270,Mumbai,Cash,Cancelled,3
272,Skirt,Ethnic,2,1364,Customer_271,Hyderabad,Card,Delivered,1
273,Skirt,Denim,6,773,Customer_272,Mumbai,Card,Delivered,4
274,Skirt,Denim,1,415,Customer_273,Chennai,Card,Delivered,1
275,Shirt,Winter,10,1832,Customer_274,Mumbai,UPI,Cancelled,1
276,Dress,Formal,1,1361,Customer_275,Chennai,UPI,Cancelled,5
277,Kurta,Denim,7,639,Customer_276,Mumbai,UPI,Pending,4
278,Kurta,Formal,5,228,Customer_277,Chennai,Cash,Pending,2
279,Dress,Formal,8,1250,Customer_278,Mumbai,Cash,Pending,1
280,Jacket,Winter,1,1171,Customer_279,Bangalore,Card,Pending,1
281,Dress,Winter,10,458,Customer_280,Bangalore,UPI,Pending,5
282,Shirt,Winter,9,1415,Customer_281,Bangalore,UPI,Pending,4
283,Jacket,Formal,2,1299,Customer_282,Chennai,UPI,Cancelled,4
284,Shirt,Denim,1,1809,Customer_283,Mumbai,UPI,Cancelled,1
285,Jacket,Casual,1,1725,Customer_284,Bangalore,Card,Delivered,4
286,Shirt,Casual,3,1862,Customer_285,Hyderabad,Card,Delivered,5
287,Jeans,Casual,10,1526,Customer_286,Bangalore,Cash,Pending,5
288,Kurta,Ethnic,5,1794,Customer_287,Delhi,UPI,Cancelled,1
289,Hoodie,Formal,6,381,Customer_288,Delhi,Cash,Pending,4
290,Dress,Casual,8,1206,Customer_289,Hyderabad,UPI,Delivered,4
291,Skirt,Formal,7,1304,Customer_290,Mumbai,Card,Delivered,1
292,Kurta,Casual,10,654,Customer_291,Chennai,UPI,Cancelled,2
293,Skirt,Denim,2,1855,Customer_292,Hyderabad,UPI,Cancelled,5
294,T-shirt,Formal,10,586,Customer_293,Mumbai,Card,Cancelled,2
295,Kurta,Formal,7,922,Customer_294,Bangalore,UPI,Pending,4
296,Kurta,Ethnic,1,1308,Customer_295,Bangalore,Card,Delivered,2
297,Skirt,Denim,9,1775,Customer_296,Hyderabad,UPI,Delivered,1
298,T-shirt,Formal,3,1319,Customer_297,Mumbai,Cash,Cancelled,4
299,Kurta,Winter,5,726,Customer_298,Hyderabad,Cash,Pending,2
300,T-shirt,Casual,9,1621,Customer_299,Mumbai,Cash,Delivered,3
301,Kurta,Ethnic,4,1744,Customer_300,Mumbai,UPI,Pending,5
302,Jeans,Formal,4,976,Customer_301,Hyderabad,Cash,Cancelled,1
303,Dress,Denim,5,1192,Customer_302,Bangalore,Cash,Delivered,3
304,Shirt,Casual,7,1696,Customer_303,Mumbai,Card,Cancelled,1
305,Dress,Formal,7,758,Customer_304,Chennai,UPI,Pending,2
306,Skirt,Ethnic,8,1444,Customer_305,Delhi,Card,Cancelled,4
307,T-shirt,Denim,1,454,Customer_306,Bangalore,UPI,Cancelled,4
308,Hoodie,Formal,1,1173,Customer_307,Mumbai,Cash,Pending,1
309,Jeans,Formal,3,1878,Customer_308,Delhi,Card,Delivered,3
310,Dress,Winter,7,310,Customer_309,Bangalore,Cash,Pending,2
311,Jeans,Formal,7,738,Customer_310,Delhi,Cash,Cancelled,5
312,Dress,Denim,8,345,Customer_311,Chennai,Cash,Cancelled,4
313,Hoodie,Winter,4,1156,Customer_312,Bangalore,Cash,Pending,4
314,Jacket,Formal,6,882,Customer_313,Mumbai,Card,Pending,5
315,Jacket,Casual,4,1923,Customer_314,Delhi,Card,Delivered,5
316,Hoodie,Denim,2,1357,Customer_315,Bangalore,Card,Delivered,5
317,Jeans,Formal,7,1429,Customer_316,Bangalore,Cash,Delivered,2
318,Shirt,Ethnic,5,392,Customer_317,Hyderabad,UPI,Pending,1
319,Kurta,Ethnic,1,1001,Customer_318,Hyderabad,UPI,Cancelled,3
320,Dress,Winter,9,1927,Customer_319,Hyderabad,UPI,Cancelled,1
321,Jeans,Winter,6,715,Customer_320,Chennai,Card,Pending,5
322,Dress,Formal,9,1403,Customer_321,Mumbai,Cash,Cancelled,3
323,Jacket,Formal,1,760,Customer_322,Chennai,Card,Cancelled,5
324,Dress,Ethnic,4,1657,Customer_323,Delhi,Cash,Pending,2
325,Dress,Casual,8,1624,Customer_324,Hyderabad,UPI,Pending,5
326,Dress,Winter,3,1511,Customer_325,Mumbai,Card,Cancelled,2
327,T-shirt,Casual,4,390,Customer_326,Mumbai,Cash,Pending,4
328,Shirt,Denim,10,934,Customer_327,Bangalore,Cash,Pending,3
329,T-shirt,Ethnic,8,1672,Customer_328,Bangalore,Cash,Pending,3
330,Dress,Ethnic,6,1624,Customer_329,Mumbai,Cash,Delivered,3
331,Hoodie,Formal,1,1985,Customer_330,Chennai,Card,Cancelled,2
332,Dress,Formal,4,1022,Customer_331,Bangalore,Cash,Cancelled,4
333,Jeans,Winter,9,950,Customer_332,Hyderabad,UPI,Delivered,4
334,T-shirt,Ethnic,10,1311,Customer_333,Delhi,Card,Cancelled,3
335,Shirt,Casual,1,1999,Customer_334,Hyderabad,UPI,Delivered,2
336,Shirt,Formal,7,1858,Customer_335,Bangalore,Cash,Cancelled,3
337,Jeans,Casual,10,472,Customer_336,Bangalore,Card,Pending,3
338,Jacket,Casual,10,397,Customer_337,Chennai,UPI,Delivered,5
339,T-shirt,Formal,6,1643,Customer_338,Hyderabad,UPI,Pending,3
340,Shirt,Ethnic,2,1854,Customer_339,Hyderabad,Cash,Delivered,5
341,Jacket,Formal,8,773,Customer_340,Hyderabad,Card,Cancelled,5
342,Jeans,Ethnic,5,831,Customer_341,Bangalore,UPI,Pending,1
343,Kurta,Ethnic,1,975,Customer_342,Hyderabad,Card,Delivered,1
344,Kurta,Winter,1,449,Customer_343,Delhi,UPI,Delivered,2
345,Kurta,Ethnic,6,488,Customer_344,Hyderabad,Card,Pending,2
346,Jeans,Ethnic,2,1029,Customer_345,Chennai,Card,Delivered,1
347,Jacket,Formal,3,992,Customer_346,Hyderabad,Cash,Pending,2
348,Dress,Ethnic,3,1072,Customer_347,Hyderabad,Cash,Delivered,3
349,Hoodie,Ethnic,3,1733,Customer_348,Mumbai,Cash,Delivered,3
350,Shirt,Casual,4,1471,Customer_349,Chennai,Card,Delivered,3
351,Jeans,Ethnic,2,1037,Customer_350,Delhi,Card,Pending,1
352,Jacket,Denim,9,251,Customer_351,Hyderabad,Cash,Pending,1
353,Jacket,Denim,3,448,Customer_352,Mumbai,Card,Delivered,4
354,Dress,Denim,2,1971,Customer_353,Chennai,Card,Delivered,4
355,Skirt,Ethnic,1,521,Customer_354,Chennai,Card,Pending,5
356,Dress,Ethnic,3,989,Customer_355,Mumbai,Cash,Delivered,4
357,Hoodie,Winter,9,1498,Customer_356,Delhi,Cash,Delivered,5
358,Dress,Denim,9,1270,Customer_357,Bangalore,Cash,Cancelled,5
